event_id,user_id,user_age,user_gender,user_region,subscription_type,signup_date,last_active,device,session_id,content_id,title,content_type,primary_genre,genres,language,release_year,duration_min,director,main_cast,description,avg_rating,user_rating,watch_time_min,watch_percentage,completed,watch_date,play_count,is_original,popularity_rank,imdb_score,maturity_rating,tags_count,num_seasons,episodes,recommendation_source,churn_label,social_shares,watch_start_time,audio_languages,subtitles,bitrate_kbps,network,resolution,mood_tag,metadata_text
ev_00531,user_0342,46,Other,AP,Free,26-11-2022,28-08-2023,Mobile,sess_10259,content_0215,Title 96 S2,Movie,Action,Action,Hindi,2023,145,Director_88,"Actor_444,Actor_8",A action piece about mystery.,8.8,2.9,105,72.4,0,12-08-2023,4,0,1625,4.8,18+,7,0,1,organic,1,4,12-08-2023 03:04,Tamil,Yes,2000,4G,480p,Thrilling,Title 96 S2 | Action | Director_88 | Hindi
ev_00532,user_0386,65,Other,KA,Premium,03-10-2017,30-12-2023,GameConsole,sess_49348,content_0177,Title 48 S4,Movie,Thriller,Fantasy,Hindi,2014,168,Director_87,"Actor_379,Actor_367,Actor_317,Actor_23",A thriller piece about friendship.,2.6,,27,16.1,0,11-12-2023,7,0,984,9,18+,3,0,1,organic,0,4,11-12-2023 09:27,Hindi,No,800,4G,720p,Heartwarming,Title 48 S4 | Thriller | Director_87 | Hindi
ev_00533,user_0215,37,Other,TN,Premium,01-06-2020,13-06-2023,Tablet,sess_12381,content_0009,Title 50 S5,Movie,Documentary,Animation,Spanish,2020,114,Director_89,"Actor_169,Actor_257,Actor_73",A documentary piece about family.,6.5,,7,6.1,0,03-06-2023,2,0,744,4.2,UA,4,0,1,personalized,0,4,03-06-2023 20:23,"Tamil,Spanish",No,2000,3G,4K,Dark,Title 50 S5 | Documentary | Director_89 | Spanish
ev_00534,user_0374,17,Female,RJ,Standard,11-02-2020,03-07-2023,Tablet,sess_28058,content_0099,Title 28 S1,Movie,Horror,Romance,French,2023,24,Director_104,"Actor_362,Actor_395",A horror piece about space.,8.9,,24,100,1,05-06-2023,1,0,306,8.8,18+,2,0,1,organic,0,2,05-06-2023 23:30,"Hindi,Telugu",Yes,1500,5G,4K,Suspense,Title 28 S1 | Horror | Director_104 | French
ev_00535,user_0171,18,Male,WB,Basic,15-10-2022,14-03-2023,Tablet,sess_92358,content_0020,Title 114 S3,Series,Drama,Romance,English,2005,49,Director_13,"Actor_283,Actor_360",A drama piece about mystery.,3.3,4.8,20,40.8,0,13-03-2023,7,1,235,8.3,U,7,10,60,organic,0,4,13-03-2023 08:16,Telugu,Yes,800,4G,720p,Dark,Title 114 S3 | Drama | Director_13 | English
ev_00536,user_0160,14,Male,UP,Standard,09-10-2020,27-03-2025,SmartTV,sess_43888,content_0241,Title 66 S5,Series,Comedy,Comedy|Action,English,2020,26,Director_69,"Actor_6,Actor_255,Actor_377",A comedy piece about friendship.,5.5,9.6,23,88.5,0,01-03-2025,5,0,1342,4.1,UA,7,7,49,trending,0,4,01-03-2025 03:00,"Hindi,English",No,2000,5G,1080p,Heartwarming,Title 66 S5 | Comedy | Director_69 | English
ev_00537,user_0341,52,Female,UP,Premium,29-06-2022,09-03-2024,Mobile,sess_69383,content_0061,Title 77 S3,Movie,Documentary,Sci-Fi|Comedy|Fantasy,Telugu,2017,63,Director_21,"Actor_388,Actor_52,Actor_384",A documentary piece about crime.,3.4,9.6,14,22.2,0,08-02-2024,7,0,1915,5.1,18+,2,0,1,trending,0,3,08-02-2024 18:37,"Spanish,Tamil",No,2000,3G,480p,Educational,Title 77 S3 | Documentary | Director_21 | Telugu
ev_00538,user_0171,35,Female,UP,Standard,03-12-2020,01-03-2023,Web,sess_50270,content_0178,Title 297 S1,Movie,Documentary,Drama,Telugu,2003,150,Director_39,"Actor_155,Actor_499,Actor_75,Actor_65",A documentary piece about adventure.,4.7,2.9,150,100,1,24-02-2023,3,0,178,5,18+,4,0,1,personalized,0,4,24-02-2023 05:52,Telugu,No,1500,4G,480p,Feel-good,Title 297 S1 | Documentary | Director_39 | Telugu
ev_00539,user_0342,18,Male,TN,Standard,04-09-2022,10-04-2025,Mobile,sess_33431,content_0062,Title 253 S2,Movie,Horror,Fantasy,Hindi,2000,129,Director_30,"Actor_116,Actor_173,Actor_347",A horror piece about space.,8,8.8,10,7.8,0,05-04-2025,1,0,830,5.4,U,5,0,1,trending,0,2,05-04-2025 10:36,French,No,800,5G,720p,Feel-good,Title 253 S2 | Horror | Director_30 | Hindi
ev_00540,user_0135,43,Male,AP,Premium,29-09-2021,10-03-2023,Tablet,sess_36559,content_0145,Title 206 S1,Series,Animation,Horror|Sci-Fi|Drama,Korean,2007,41,Director_19,Actor_366,A animation piece about crime.,7,1.5,12,29.3,0,01-03-2023,8,0,1128,8,U,1,2,16,organic,0,1,01-03-2023 03:39,"French,English",No,4500,3G,480p,Educational,Title 206 S1 | Animation | Director_19 | Korean
ev_00541,user_0344,13,Female,KA,Basic,28-12-2019,24-08-2025,Mobile,sess_11235,content_0216,Title 199 S2,Series,Animation,Horror,Tamil,2003,47,Director_83,"Actor_433,Actor_326,Actor_239",A animation piece about family.,6.2,,47,100,1,01-08-2025,4,0,692,6.2,U,0,8,48,personalized,0,1,01-08-2025 15:58,French,Yes,2000,4G,4K,Feel-good,Title 199 S2 | Animation | Director_83 | Tamil
ev_00542,user_0063,23,Other,KA,Premium,29-09-2022,11-02-2023,Web,sess_68642,content_0003,Title 15 S5,Movie,Animation,Action|Animation,Hindi,2021,172,Director_113,"Actor_129,Actor_247,Actor_252,Actor_397",A animation piece about love.,6.2,8.5,172,100,1,11-02-2023,5,1,1121,3.1,15+,12,0,1,organic,0,2,11-02-2023 22:50,"Hindi,Korean",Yes,2000,5G,720p,Feel-good,Title 15 S5 | Animation | Director_113 | Hindi
ev_00543,user_0127,13,Male,WB,Standard,24-03-2020,31-05-2023,GameConsole,sess_42231,content_0160,Title 300 S1,Series,Animation,Sci-Fi|Horror|Documentary,Korean,2014,26,Director_51,"Actor_11,Actor_200,Actor_411,Actor_227",A animation piece about crime.,7.3,6.6,11,42.3,0,02-05-2023,3,0,184,4.9,U,6,5,30,organic,0,1,02-05-2023 12:25,Korean,No,1200,WiFi,720p,Educational,Title 300 S1 | Animation | Director_51 | Korean
ev_00544,user_0186,48,Female,WB,Premium,24-05-2018,29-09-2024,Mobile,sess_19777,content_0227,Title 58 S5,Movie,Animation,Romance,Spanish,2009,148,Director_9,"Actor_13,Actor_6",A animation piece about mystery.,8.9,,40,27,0,07-09-2024,2,1,755,8.5,18+,7,0,1,trending,0,5,07-09-2024 09:55,"French,Hindi",Yes,4500,WiFi,720p,Suspense,Title 58 S5 | Animation | Director_9 | Spanish
ev_00545,user_0330,50,Female,RJ,Basic,03-03-2022,16-09-2025,SmartTV,sess_26027,content_0269,Title 47 S1,Movie,Documentary,Comedy,Korean,2008,147,Director_54,"Actor_394,Actor_80,Actor_252",A documentary piece about space.,8.2,4.8,147,100,1,09-09-2025,2,0,281,6.3,U,7,0,1,editor_pick,0,4,09-09-2025 16:59,Tamil,No,1500,5G,4K,Educational,Title 47 S1 | Documentary | Director_54 | Korean
ev_00546,user_0021,43,Other,RJ,Basic,13-09-2018,04-04-2024,Mobile,sess_23336,content_0120,Title 237 S2,Movie,Sci-Fi,Action,Tamil,2009,131,Director_98,"Actor_396,Actor_144,Actor_217",A sci-fi piece about family.,5.7,4.2,68,51.9,0,28-03-2024,8,0,251,5.2,15+,12,0,1,personalized,0,5,28-03-2024 02:05,English,No,1500,WiFi,720p,Thrilling,Title 237 S2 | Sci-Fi | Director_98 | Tamil
ev_00547,user_0131,22,Female,MH,Premium,02-02-2019,08-12-2024,Web,sess_79216,content_0089,Title 96 S4,Series,Comedy,Horror|Documentary,French,2014,52,Director_24,"Actor_26,Actor_83,Actor_289,Actor_89",A comedy piece about mystery.,4.3,,49,94.2,1,02-12-2024,5,0,94,5.7,18+,4,3,12,personalized,0,0,02-12-2024 07:02,"Hindi,French",No,2000,3G,720p,Suspense,Title 96 S4 | Comedy | Director_24 | French
ev_00548,user_0084,41,Female,DL,Basic,31-07-2019,27-03-2023,SmartTV,sess_53857,content_0068,Title 65 S2,Series,Horror,Animation|Drama,Telugu,2021,54,Director_4,"Actor_265,Actor_471,Actor_480",A horror piece about space.,9.5,3.1,50,92.6,1,28-02-2023,1,0,1408,6.1,UA,7,4,40,trending,0,2,28-02-2023 00:18,"Hindi,French",No,2000,3G,480p,Educational,Title 65 S2 | Horror | Director_4 | Telugu
ev_00549,user_0396,44,Female,MH,Basic,09-04-2019,31-05-2024,Web,sess_37532,content_0098,Title 257 S5,Series,Fantasy,Documentary|Animation|Romance,Hindi,2013,14,Director_76,Actor_124,A fantasy piece about family.,8,8.6,1,7.1,0,03-05-2024,1,0,1447,4.1,UA,7,2,10,trending,0,4,03-05-2024 04:07,"English,Telugu",Yes,800,WiFi,720p,Thrilling,Title 257 S5 | Fantasy | Director_76 | Hindi
ev_00550,user_0043,17,Male,AP,Premium,22-02-2020,22-06-2025,Tablet,sess_33484,content_0267,Title 279 S3,Movie,Romance,Horror|Sci-Fi,Spanish,2017,79,Director_5,"Actor_90,Actor_482,Actor_54",A romance piece about family.,5.5,2.9,7,8.9,0,27-05-2025,1,0,196,9,15+,2,0,1,personalized,0,3,27-05-2025 18:38,Korean,Yes,2000,3G,480p,Dark,Title 279 S3 | Romance | Director_5 | Spanish
ev_00551,user_0023,15,Other,KA,Premium,20-07-2017,08-02-2024,Tablet,sess_85703,content_0105,Title 42 S4,Movie,Fantasy,Documentary,French,2000,28,Director_38,"Actor_107,Actor_95",A fantasy piece about friendship.,8.3,9.3,20,71.4,0,21-01-2024,5,0,1603,5.7,UA,8,0,1,organic,0,3,21-01-2024 11:05,"English,Hindi",No,3000,WiFi,480p,Educational,Title 42 S4 | Fantasy | Director_38 | French
ev_00552,user_0084,26,Other,AP,Free,20-03-2021,13-11-2023,Web,sess_83821,content_0123,Title 113 S5,Movie,Action,Action|Fantasy,Hindi,2017,42,Director_21,Actor_421,A action piece about friendship.,4.1,,4,9.5,0,02-11-2023,7,0,927,5.4,15+,2,0,1,personalized,0,3,02-11-2023 09:02,"English,Telugu",Yes,3000,3G,1080p,Feel-good,Title 113 S5 | Action | Director_21 | Hindi
ev_00553,user_0354,28,Male,TN,Premium,21-07-2017,07-03-2025,SmartTV,sess_20191,content_0029,Title 254 S3,Series,Drama,Drama,Spanish,2000,52,Director_92,Actor_290,A drama piece about family.,8.4,2.5,10,19.2,0,01-03-2025,1,0,573,4.6,U,9,4,24,trending,0,1,01-03-2025 00:13,Hindi,No,800,4G,720p,Suspense,Title 254 S3 | Drama | Director_92 | Spanish
ev_00554,user_0122,60,Other,DL,Free,04-10-2019,25-08-2023,Tablet,sess_91760,content_0137,Title 170 S3,Movie,Comedy,Thriller|Documentary|Romance,Tamil,2022,28,Director_29,"Actor_298,Actor_259,Actor_417,Actor_284",A comedy piece about family.,6.4,,28,100,1,02-08-2023,4,1,808,8.5,18+,2,0,1,organic,0,5,02-08-2023 07:52,Hindi,No,1500,4G,720p,Thrilling,Title 170 S3 | Comedy | Director_29 | Tamil
ev_00555,user_0386,19,Female,TN,Standard,24-12-2018,23-01-2023,Tablet,sess_60322,content_0195,Title 228 S3,Series,Documentary,Animation|Action|Drama,English,2004,25,Director_64,"Actor_102,Actor_39,Actor_247,Actor_236",A documentary piece about mystery.,6.6,1.6,13,52,0,16-01-2023,8,0,701,6.7,U,9,3,18,organic,0,2,16-01-2023 07:55,"Hindi,Telugu",No,2000,WiFi,720p,Educational,Title 228 S3 | Documentary | Director_64 | English
ev_00556,user_0294,26,Other,TN,Basic,24-05-2022,20-06-2023,GameConsole,sess_96487,content_0226,Title 261 S4,Series,Sci-Fi,Action,French,2000,49,Director_55,Actor_230,A sci-fi piece about family.,7.9,6.1,45,91.8,1,12-06-2023,1,1,392,4,U,1,6,42,trending,0,1,12-06-2023 03:25,Tamil,Yes,4500,4G,4K,Heartwarming,Title 261 S4 | Sci-Fi | Director_55 | French
ev_00557,user_0012,26,Male,MH,Standard,22-10-2021,17-01-2025,Mobile,sess_80739,content_0170,Title 237 S2,Series,Fantasy,Action|Documentary|Romance,Korean,2004,19,Director_12,"Actor_363,Actor_420",A fantasy piece about mystery.,6.9,,10,52.6,0,18-12-2024,5,0,1581,6.3,18+,0,7,77,personalized,0,1,18-12-2024 20:06,"Tamil,English",No,3000,4G,720p,Suspense,Title 237 S2 | Fantasy | Director_12 | Korean
ev_00558,user_0346,18,Other,MH,Basic,15-10-2018,06-12-2023,Web,sess_67310,content_0009,Title 278 S3,Series,Romance,Horror,Tamil,2020,42,Director_101,"Actor_377,Actor_270,Actor_272",A romance piece about adventure.,8.3,9.8,22,52.4,0,25-11-2023,5,1,815,5.9,UA,5,5,35,trending,0,3,25-11-2023 05:45,Hindi,Yes,1500,4G,480p,Thrilling,Title 278 S3 | Romance | Director_101 | Tamil
ev_00559,user_0231,41,Male,TN,Free,05-04-2018,13-04-2025,Tablet,sess_31302,content_0040,Title 181 S4,Movie,Romance,Action|Horror,Telugu,2006,170,Director_98,"Actor_451,Actor_93,Actor_331",A romance piece about love.,3.1,,11,6.5,0,22-03-2025,3,0,1217,3.1,U,9,0,1,trending,0,1,22-03-2025 13:59,"English,Tamil",No,800,WiFi,4K,Dark,Title 181 S4 | Romance | Director_98 | Telugu
ev_00560,user_0225,44,Other,MH,Free,11-02-2022,19-07-2024,Tablet,sess_91158,content_0025,Title 35 S4,Series,Drama,Thriller,Spanish,2002,13,Director_95,Actor_295,A drama piece about adventure.,4.2,,3,23.1,0,05-07-2024,2,0,178,8.7,UA,6,1,4,personalized,1,0,05-07-2024 10:56,"Tamil,Telugu",Yes,4500,3G,480p,Heartwarming,Title 35 S4 | Drama | Director_95 | Spanish
ev_00561,user_0039,25,Other,KA,Basic,29-03-2021,09-11-2024,Tablet,sess_29216,content_0261,Title 224 S2,Series,Romance,Horror,French,2011,10,Director_2,"Actor_117,Actor_238,Actor_89",A romance piece about adventure.,4.4,8.4,2,20,0,05-11-2024,4,0,1611,5.5,U,10,10,80,organic,1,0,05-11-2024 13:16,"Tamil,Korean",Yes,4500,5G,4K,Dark,Title 224 S2 | Romance | Director_2 | French
ev_00562,user_0275,31,Other,RJ,Basic,22-12-2017,25-06-2025,Mobile,sess_66173,content_0226,Title 241 S4,Series,Fantasy,Drama|Sci-Fi,Korean,2022,23,Director_102,"Actor_310,Actor_150,Actor_93",A fantasy piece about space.,9.3,,7,30.4,0,20-06-2025,8,0,41,9,18+,9,10,70,organic,0,1,20-06-2025 15:11,"Tamil,Korean",Yes,2000,5G,720p,Suspense,Title 241 S4 | Fantasy | Director_102 | Korean
ev_00563,user_0284,27,Other,AP,Basic,01-08-2019,31-05-2023,GameConsole,sess_64790,content_0124,Title 220 S3,Movie,Horror,Animation|Romance,Telugu,2018,22,Director_22,"Actor_448,Actor_151,Actor_396",A horror piece about space.,5.1,8.6,22,100,1,21-05-2023,4,0,1057,5.6,15+,1,0,1,personalized,0,2,21-05-2023 21:21,"Telugu,French",No,1200,4G,4K,Educational,Title 220 S3 | Horror | Director_22 | Telugu
ev_00564,user_0060,39,Female,TN,Basic,25-06-2021,29-06-2024,SmartTV,sess_78491,content_0038,Title 121 S3,Movie,Drama,Thriller|Fantasy|Comedy,Tamil,2021,129,Director_7,"Actor_251,Actor_434,Actor_332",A drama piece about crime.,5.4,3,39,30.2,0,01-06-2024,7,1,169,6.3,18+,10,0,1,editor_pick,0,1,01-06-2024 23:11,"Korean,Hindi",No,3000,4G,1080p,Educational,Title 121 S3 | Drama | Director_7 | Tamil
ev_00565,user_0161,50,Other,UP,Free,16-10-2017,28-12-2024,GameConsole,sess_69562,content_0251,Title 45 S5,Series,Horror,Animation|Drama|Horror,Hindi,2014,40,Director_119,"Actor_296,Actor_432",A horror piece about love.,2.6,4,16,40,0,15-12-2024,6,0,844,7.5,18+,0,6,24,organic,0,1,15-12-2024 07:12,Telugu,No,4500,3G,720p,Feel-good,Title 45 S5 | Horror | Director_119 | Hindi
ev_00566,user_0205,56,Male,UP,Basic,10-10-2021,13-06-2024,GameConsole,sess_94809,content_0176,Title 208 S4,Movie,Horror,Action,French,2005,127,Director_53,"Actor_467,Actor_295,Actor_329,Actor_144",A horror piece about family.,3.1,5.6,42,33.1,0,04-06-2024,6,0,1385,6.6,U,6,0,1,personalized,0,5,04-06-2024 17:34,"Telugu,English",No,4500,WiFi,480p,Educational,Title 208 S4 | Horror | Director_53 | French
ev_00567,user_0042,66,Other,DL,Free,04-12-2021,24-02-2023,Web,sess_63363,content_0090,Title 155 S5,Movie,Action,Fantasy,English,2008,163,Director_55,Actor_280,A action piece about family.,5.3,,10,6.1,0,31-01-2023,2,1,824,7.6,U,7,0,1,organic,0,4,31-01-2023 02:44,Telugu,Yes,3000,5G,4K,Educational,Title 155 S5 | Action | Director_55 | English
ev_00568,user_0384,14,Female,KA,Standard,28-07-2020,16-07-2024,Tablet,sess_97145,content_0037,Title 105 S2,Series,Comedy,Drama|Horror,Telugu,2009,49,Director_34,"Actor_208,Actor_301",A comedy piece about mystery.,3.6,7.3,19,38.8,0,02-07-2024,6,0,620,7.1,U,1,5,45,trending,0,4,02-07-2024 06:07,Spanish,No,3000,3G,720p,Feel-good,Title 105 S2 | Comedy | Director_34 | Telugu
ev_00569,user_0181,68,Male,KA,Basic,18-12-2019,13-12-2024,Web,sess_19875,content_0176,Title 133 S5,Movie,Romance,Horror,Spanish,2023,91,Director_85,"Actor_416,Actor_28",A romance piece about crime.,3.5,,13,14.3,0,25-11-2024,1,0,792,6.8,15+,10,0,1,organic,1,0,25-11-2024 12:57,"Korean,Spanish",Yes,4500,4G,1080p,Feel-good,Title 133 S5 | Romance | Director_85 | Spanish
ev_00570,user_0234,14,Female,MH,Basic,21-03-2019,02-07-2025,Web,sess_18597,content_0284,Title 230 S1,Movie,Fantasy,Animation,Hindi,2013,96,Director_6,"Actor_451,Actor_25,Actor_105,Actor_16",A fantasy piece about space.,6.9,6.8,13,13.5,0,05-06-2025,7,0,1127,4,15+,4,0,1,trending,0,1,05-06-2025 17:37,"Spanish,Hindi",No,4500,WiFi,480p,Feel-good,Title 230 S1 | Fantasy | Director_6 | Hindi
ev_00571,user_0322,54,Female,RJ,Free,09-04-2019,08-09-2023,Mobile,sess_91906,content_0081,Title 277 S1,Series,Animation,Comedy|Sci-Fi|Animation,Hindi,2015,35,Director_51,"Actor_8,Actor_286",A animation piece about love.,6.2,,2,5.7,0,03-09-2023,3,0,1890,5.5,15+,4,5,35,organic,0,2,03-09-2023 17:48,"English,Korean",Yes,800,WiFi,720p,Suspense,Title 277 S1 | Animation | Director_51 | Hindi
ev_00572,user_0013,35,Female,UP,Standard,11-03-2021,16-04-2025,Tablet,sess_17706,content_0114,Title 192 S2,Series,Animation,Animation,English,2004,24,Director_59,"Actor_128,Actor_5,Actor_94",A animation piece about space.,8.9,4.6,7,29.2,0,15-04-2025,3,0,1881,7.5,UA,6,6,36,trending,0,1,15-04-2025 23:50,"Tamil,Spanish",Yes,4500,3G,1080p,Suspense,Title 192 S2 | Animation | Director_59 | English
ev_00573,user_0275,21,Other,AP,Basic,05-11-2017,16-05-2023,Web,sess_40254,content_0040,Title 9 S2,Series,Romance,Horror|Action|Comedy,Tamil,2022,46,Director_58,"Actor_128,Actor_266,Actor_190,Actor_142",A romance piece about crime.,5.3,2.8,43,93.5,1,11-05-2023,7,0,582,6.5,UA,5,10,80,personalized,0,0,11-05-2023 08:45,Spanish,No,1200,5G,4K,Thrilling,Title 9 S2 | Romance | Director_58 | Tamil
ev_00574,user_0384,32,Male,DL,Basic,27-06-2020,07-09-2024,Tablet,sess_96154,content_0224,Title 66 S1,Series,Sci-Fi,Comedy|Fantasy,Spanish,2018,36,Director_23,"Actor_457,Actor_177",A sci-fi piece about friendship.,6.8,9,7,19.4,0,07-09-2024,8,0,1772,8.8,18+,11,8,88,personalized,0,1,07-09-2024 08:41,English,No,3000,5G,480p,Suspense,Title 66 S1 | Sci-Fi | Director_23 | Spanish
ev_00575,user_0234,17,Male,MH,Premium,03-09-2017,03-01-2025,Web,sess_71133,content_0115,Title 271 S2,Movie,Action,Sci-Fi,English,2000,21,Director_115,Actor_149,A action piece about mystery.,2.8,,5,23.8,0,16-12-2024,2,0,1960,7.8,UA,0,0,1,trending,0,2,16-12-2024 04:02,Hindi,No,1500,5G,4K,Dark,Title 271 S2 | Action | Director_115 | English
ev_00576,user_0170,36,Female,UP,Basic,13-04-2019,28-02-2023,Web,sess_84740,content_0186,Title 277 S4,Series,Sci-Fi,Action|Animation,Tamil,2000,31,Director_80,"Actor_29,Actor_266",A sci-fi piece about adventure.,4.1,,21,67.7,0,01-02-2023,2,0,1275,8.7,18+,2,10,120,editor_pick,0,4,01-02-2023 04:29,English,No,4500,WiFi,720p,Educational,Title 277 S4 | Sci-Fi | Director_80 | Tamil
ev_00577,user_0048,38,Male,DL,Standard,24-02-2021,15-06-2025,SmartTV,sess_10881,content_0056,Title 2 S4,Series,Sci-Fi,Horror,Telugu,2018,31,Director_62,"Actor_388,Actor_392",A sci-fi piece about crime.,8.9,7.9,4,12.9,0,19-05-2025,5,0,247,7.3,15+,3,2,14,personalized,0,0,19-05-2025 01:46,"Telugu,Korean",Yes,4500,5G,480p,Heartwarming,Title 2 S4 | Sci-Fi | Director_62 | Telugu
ev_00578,user_0371,41,Female,DL,Standard,18-05-2021,30-09-2024,GameConsole,sess_19303,content_0040,Title 180 S1,Movie,Sci-Fi,Animation,Korean,2021,65,Director_6,"Actor_356,Actor_171",A sci-fi piece about family.,6.9,,65,100,1,03-09-2024,8,0,83,4.1,UA,12,0,1,organic,0,4,03-09-2024 20:47,Korean,No,2000,3G,480p,Heartwarming,Title 180 S1 | Sci-Fi | Director_6 | Korean
ev_00579,user_0316,65,Male,WB,Free,18-09-2022,25-10-2024,GameConsole,sess_14471,content_0040,Title 274 S4,Movie,Thriller,Comedy|Drama,French,2015,125,Director_42,Actor_399,A thriller piece about family.,6.8,,61,48.8,0,06-10-2024,3,0,1770,6.2,15+,1,0,1,organic,0,4,06-10-2024 12:05,Tamil,No,3000,4G,480p,Suspense,Title 274 S4 | Thriller | Director_42 | French
ev_00580,user_0360,26,Other,WB,Premium,14-10-2022,23-07-2025,SmartTV,sess_11651,content_0237,Title 232 S3,Series,Animation,Documentary|Thriller,Spanish,2021,17,Director_118,"Actor_25,Actor_332,Actor_252,Actor_421",A animation piece about friendship.,2.5,6.3,6,35.3,0,02-07-2025,5,1,38,9,UA,9,9,54,organic,0,3,02-07-2025 13:26,Korean,Yes,1200,WiFi,4K,Educational,Title 232 S3 | Animation | Director_118 | Spanish
ev_00581,user_0056,61,Female,WB,Standard,15-11-2017,07-06-2025,Tablet,sess_36702,content_0289,Title 143 S1,Series,Horror,Drama|Action|Sci-Fi,Tamil,2005,48,Director_90,"Actor_47,Actor_498,Actor_462",A horror piece about friendship.,4.5,6.4,26,54.2,0,06-06-2025,1,1,1910,4.1,18+,4,5,20,personalized,0,3,06-06-2025 01:27,"English,Spanish",Yes,800,4G,480p,Thrilling,Title 143 S1 | Horror | Director_90 | Tamil
ev_00582,user_0313,33,Male,MH,Standard,05-02-2022,16-06-2023,Tablet,sess_62342,content_0262,Title 145 S2,Movie,Comedy,Action,Korean,2012,116,Director_13,Actor_172,A comedy piece about space.,4.4,1.4,14,12.1,0,16-06-2023,7,1,67,4.8,18+,12,0,1,personalized,0,4,16-06-2023 16:03,Telugu,No,1500,WiFi,1080p,Suspense,Title 145 S2 | Comedy | Director_13 | Korean
ev_00583,user_0290,13,Female,RJ,Premium,24-10-2020,11-09-2024,Web,sess_45690,content_0216,Title 30 S5,Movie,Thriller,Fantasy,Korean,2002,94,Director_50,Actor_422,A thriller piece about space.,6.5,,59,62.8,0,13-08-2024,3,0,1788,5.4,UA,5,0,1,trending,0,1,13-08-2024 00:27,French,No,800,WiFi,480p,Dark,Title 30 S5 | Thriller | Director_50 | Korean
ev_00584,user_0253,50,Male,MH,Standard,06-02-2018,15-01-2023,Mobile,sess_58623,content_0147,Title 249 S5,Series,Drama,Sci-Fi,Spanish,2012,13,Director_43,Actor_202,A drama piece about adventure.,2.8,4.9,3,23.1,0,09-01-2023,2,0,1326,6.8,15+,0,10,120,personalized,0,4,09-01-2023 04:02,English,Yes,4500,4G,720p,Suspense,Title 249 S5 | Drama | Director_43 | Spanish
ev_00585,user_0257,15,Female,UP,Free,01-08-2017,10-02-2024,Mobile,sess_15460,content_0168,Title 12 S5,Series,Documentary,Thriller,Korean,2014,58,Director_48,"Actor_357,Actor_306,Actor_188,Actor_119",A documentary piece about family.,3.3,2.7,58,100,1,06-02-2024,8,0,715,8.5,18+,4,6,48,trending,0,2,06-02-2024 19:00,"French,Tamil",No,1200,4G,480p,Thrilling,Title 12 S5 | Documentary | Director_48 | Korean
ev_00586,user_0131,13,Female,WB,Standard,01-10-2022,07-10-2024,Mobile,sess_74886,content_0092,Title 288 S1,Series,Documentary,Documentary|Horror|Thriller,Tamil,2009,58,Director_43,"Actor_208,Actor_81,Actor_444,Actor_86",A documentary piece about space.,8.1,2.1,7,12.1,0,23-09-2024,4,0,1986,7.9,U,12,7,42,organic,0,3,23-09-2024 21:51,Korean,No,2000,4G,720p,Dark,Title 288 S1 | Documentary | Director_43 | Tamil
ev_00587,user_0049,29,Male,WB,Standard,10-06-2020,08-12-2023,Mobile,sess_65475,content_0059,Title 33 S3,Series,Drama,Documentary,Hindi,2021,10,Director_9,"Actor_118,Actor_348,Actor_372,Actor_326",A drama piece about love.,5.5,,4,40,0,20-11-2023,6,0,265,4.1,15+,1,4,28,personalized,0,5,20-11-2023 12:48,"French,Korean",No,1200,4G,1080p,Educational,Title 33 S3 | Drama | Director_9 | Hindi
ev_00588,user_0292,62,Male,DL,Free,17-04-2020,06-12-2023,Mobile,sess_60900,content_0059,Title 240 S5,Movie,Documentary,Fantasy|Comedy|Horror,Korean,2020,154,Director_82,"Actor_223,Actor_494,Actor_381,Actor_480",A documentary piece about mystery.,8.4,2.9,93,60.4,0,05-12-2023,8,0,541,6.8,18+,6,0,1,personalized,1,1,05-12-2023 23:41,"Korean,Telugu",Yes,3000,WiFi,720p,Feel-good,Title 240 S5 | Documentary | Director_82 | Korean
ev_00589,user_0023,38,Female,MH,Basic,01-01-2022,11-01-2025,Tablet,sess_72791,content_0169,Title 52 S5,Movie,Action,Animation,Tamil,2013,145,Director_31,"Actor_98,Actor_436",A action piece about family.,3.5,,3,2.1,0,16-12-2024,7,0,593,4.6,UA,8,0,1,editor_pick,0,3,16-12-2024 21:04,Tamil,Yes,2000,3G,720p,Thrilling,Title 52 S5 | Action | Director_31 | Tamil
ev_00590,user_0107,30,Other,TN,Basic,29-01-2021,17-09-2023,GameConsole,sess_32962,content_0269,Title 82 S2,Series,Action,Action,Hindi,2021,21,Director_3,Actor_129,A action piece about crime.,9.4,6.6,6,28.6,0,22-08-2023,5,0,1014,7,UA,9,1,11,organic,0,2,22-08-2023 04:19,"English,Telugu",No,2000,4G,720p,Thrilling,Title 82 S2 | Action | Director_3 | Hindi
ev_00591,user_0312,37,Male,AP,Premium,17-08-2022,26-08-2025,Web,sess_19887,content_0045,Title 114 S1,Movie,Drama,Sci-Fi|Romance|Thriller,Hindi,2021,59,Director_24,"Actor_321,Actor_372,Actor_399,Actor_78",A drama piece about adventure.,5.9,3,51,86.4,0,19-08-2025,5,0,1496,5.9,18+,0,0,1,organic,0,2,19-08-2025 20:58,"Hindi,Spanish",No,1200,WiFi,480p,Educational,Title 114 S1 | Drama | Director_24 | Hindi
